document_index,similarity_score,comment
2490,0.0,yan yürüyen
2491,0.0,güzel
2492,0.0,hafif
2493,0.0,sahan
2494,0.0,boyunduruğun içinden geçirilip hayvanın boğazına bağlanan alet
2495,0.0,çökme misafir kalma
2496,0.0,yağı alınmış yoğurt
2497,0.0,sıra
2498,0.0,ağaruk soluk renkli
2499,0.0,yolcu etmek
2500,0.0,alaca renkli köpek
2501,0.0,ev merdiveni
2502,0.0,merdiven
2503,0.0,kümes hayvanlarının ölecek bağırması
2504,0.0,zayıf
2505,0.0,gömlek
2506,0.0,hayvanın ölmesi
2507,0.0,sinek
2508,0.0,beceriksiz saf
2509,0.0,pijama
2510,0.0,abu abla büyük kız kardeş
2511,0.0,yabani elma
2512,0.0,ağabey kabadayı
2513,0.0,abi
2514,0.0,süt yoğurt ayran ürünler
2515,0.0,davar barınağı
2516,0.0,bir yeri tepeyi tümseği aşmak
2517,0.0,anlamak
2518,0.0,yerde yuvarlanmak
2519,0.0,zehir acı yiyecek
2520,0.0,yabani armut
2521,0.0,saf avanak anlamayan
2522,0.0,hızlı yanan ateş
2523,0.0,alaca renkli köpek
2524,0.0,herkesin gözü önünde herkesçe bilinen
2525,0.0,hayvanın beline semerden önce konulan çul
2526,0.0,i̇shal
2527,0.0,kaynana
2528,0.0,entari gömlek
2529,0.0,genç ağaçlardan oluşan orman
2530,0.0,tuvalet
2531,0.0,yemek kesme makarna
2532,0.0,büyükçe bakır kazan
2533,0.0,mutfak yemek pişirilen oda
2534,0.0,hediye müjde karşılığında verilen ödül
2535,0.0,tuvalet
2536,0.0,bedava
2537,0.0,dışarıda yenilecek yiyecek
2538,0.0,vebali günahı
2539,0.0,kayınpeder
2540,0.0,kız kardeş
2541,0.0,kaz ördek yavrusu
2542,0.0,patlıcan
2543,0.0,ayakları altına kıvırarak oturmak
2544,0.0,ağaç merdiven
2545,0.0,bana göre
2546,0.0,oyunbozanlık yapmak
2547,0.0,geçen yıl
2548,0.0,
2549,0.0,mayalı hamurdan yağda kızartılarak yapılan ekmek
2550,0.0,tel saç tokası
2551,0.0,kalın iğne
2552,0.0,küçük bahçe
2553,0.0,gri ekilmemiş tarla
2554,0.0,bere papak
2555,0.0,meyve sebzelerin güneşten sıcaktan dolayı buruşması pişirmek
2556,0.0,güneşte buruşmuş meyve sebze
2557,0.0,böcek
2558,0.0,unla yapılan bir yemek
2559,0.0,elle çevrilen matkap
2560,0.0,üşümek
2561,0.0,yufka çevirme aleti
2562,0.0,canlı sağ hareketli
2563,0.0,evlerin içinde yıkanmak kullanılan küçük bölüm
2564,0.0,bela
2565,0.0,sopanın arka kısmına takılan üçgen şeklindeki demir parçası
2566,0.0,başörtüsü tülbent
2567,0.0,bakır küfü
2568,0.0,i̇nce uzun budaksız ağacın gövde kısmı
2569,0.0,ceza
2570,0.0,elektrik
2571,0.0,cıvık bulaşık
2572,0.0,jilet bıçağı
2573,0.0,çıplak
2574,0.0,patika keçi yolu
2575,0.0,i̇çi geçmiş bozulmuş bozuk yumurta
2576,0.0,tırmalamak
2577,0.0,tırnak
2578,0.0,tırnağı çizme
2579,0.0,serçe parmak
2580,0.0,erkek manda yavrusu
2581,0.0,tavuk kuş yavrusu
2582,0.0,harmanda samandan ayrılmış tane
2583,0.0,un bulamacı undan yapılan çorba
2584,0.0,mayalamak
2585,0.0,yoğurt mayalanmış süt
2586,0.0,bez
2587,0.0,bohça
2588,0.0,i̇yi giyinen giyimine dikkat eden
2589,0.0,kıvrak akıllı cilveli
2590,0.0,yıkanmak suda yüzmek
2591,0.0,tunçtan yapılmış keçi manda çanı
2592,0.0,kara sabana takılan demir araç
2593,0.0,beceriksiz sakar eli iş tutmayan
2594,0.0,kepçe yemek karıştırılan büyük tahta kaşık
2595,0.0,fazla gelişememiş ağaç fidanı karışık birbirine girmiş vaziyette
2596,0.0,i̇şemek
2597,0.0,çekirge
2598,0.0,çekiç
2599,0.0,yere çökmek
2600,0.0,kırkılmış keçi kılı
2601,0.0,kilim
2602,0.0,çiftleşmek isteyen eşek
2603,0.0,dara düşmek sıkışmak
2604,0.0,pişirilen ekmeğin soğuması üzerine serilen kumaş sergi
2605,0.0,değirmen
2606,0.0,yelek
2607,0.0,baston ihtiyarların yürürken dayandıkları özel çatallı ağaç
2608,0.0,lokma
2609,0.0,araştırmak irdelemek
2610,0.0,küsmek
2611,0.0,havan
2612,0.0,halı dokurken ilmikleri sıkıştırmak vurulan delikli saplı demir
2613,0.0,güzel
2614,0.0,yün bez keçeleme tezgâhı
2615,0.0,yayık tokmağı
2616,0.0,ot saman taşımaya yarayan ucu çatal tarım aracı
2617,0.0,pantolon
2618,0.0,üşümek
2619,0.0,tabanca
2620,0.0,bağır sine göğüs
2621,0.0,yatak
2622,0.0,tutmaç çorbası
2623,0.0,nezle
2624,0.0,tuzak
2625,0.0,katlamak bükmek
2626,0.0,doğurmamış dişi sığır
2627,0.0,nine
2628,0.0,ellere karşı
2629,0.0,leğen
2630,0.0,herhalde
2631,0.0,amca
2632,0.0,amcaoğlu
2633,0.0,yavru köpek
2634,0.0,kısırlaştırılmış teke
2635,0.0,ateş karıştırma aleti
2636,0.0,otlak bir alanda ipin bir ucu hayvana diğer ucu demir ağaç bir kazığa
2637,0.0,elbise
2638,0.0,elbise
2639,0.0,ayıklamak temizlemek
2640,0.0,küçük tarla bahçe
2641,0.0,savurmak estirmek
2642,0.0,oyalanmak
2643,0.0,hayvan sürülerinin durak yeri
2644,0.0,ekşi
2645,0.0,öyle mi öyle değil mi
2646,0.0,amca
2647,0.0,amca
2648,0.0,fena fazla
2649,0.0,güç kuvvet
2650,0.0,i̇lk yumurtlamaya yakın tavuk
2651,0.0,bezelye
2652,0.0,tarla bahçelerin etrafını çevirmek yapılan çit
2653,0.0,kollu kazak el örgüsü kazak
2654,0.0,erkek kız arasında olan yakınlaşma konuşma
2655,0.0,elbise entari
2656,0.0,söğüt kabuğunun çıkartılması yapılan bir çalgı aleti
2657,0.0,öküz arabası kağnı
2658,0.0,yıkanan kalburla elenen tahılın atık kısmı
2659,0.0,bundan sonra
2660,0.0,dönerek esen rüzgâr küçük hortum
2661,0.0,kardeşim
2662,0.0,ecnebi
2663,0.0,yaramazlık
2664,0.0,buğday kavurması
2665,0.0,kemer
2666,0.0,sonra
2667,0.0,eksik
2668,0.0,mandaları tımar etmekte kullanılan şal parçası
2669,0.0,çiğnemek
2670,0.0,salgına afete uğrasın anlamında söylenir
2671,0.0,kendir ipinin incesi
2672,0.0,erkek eş koca yaşlı büyük kimse
2673,0.0,yün keçi kılından dokunarak yapılan şerit biçiminde ip
2674,0.0,sobaya kesilen odun
2675,0.0,hamur kepek davar köpeği azığı
2676,0.0,kara kurbağası
2677,0.0,gök mavi renk
2678,0.0,yeşermek
2679,0.0,fazlaca olgunlaşmış meyve
2680,0.10412756409178485,mavi
2681,0.0,köpek yavrusu
2682,0.0,deri hayvan gübresi
2683,0.0,özlemek
2684,0.13354461212934632,patiska bez gömlek
2685,0.0,büyüklenmek kafa tutmak
2686,0.0,bardak
2687,0.0,i̇ç içe girmiş ağaç topluluğu
2688,0.0,karıştırmak
2689,0.0,kuluçka
2690,0.0,kemer
2691,0.0,kısa kalmış kısa boylu
2692,0.16156632903808715,üzülmek
2693,0.0,eskiden içine su doldurulan bakır kap
2694,0.0,kuluçkaya yatan tavuk
2695,0.0,damat
2696,0.0,banyo
2697,0.0,küçük su kanalı ark
2698,0.0,hasat edilen ekinler
2699,0.0,kiremit altı tahtası
2700,0.0,avlu
2701,0.0,hoşlanmak
2702,0.0,pislenmek
2703,0.0,tuvalet
2704,0.0,fazla pişmiş
2705,0.0,su kabı kova
2706,0.0,sitem etmek
2707,0.0,huzursuzluk yapmak
2708,0.0,küçük kalmış gelişememiş
2709,0.0,gırtlak boğaz
2710,0.0,yabani güvercin üveyik
2711,0.0,süt mısırın közde pişirilmiş hali
2712,0.0,fırsat ekim uygun zaman
2713,0.0,kedi yavrusu
2714,0.0,ukala
2715,0.0,ekşimiş ayranın ısıtılması yapılan koyu ayran kıvamında içecek
2716,0.0,harman tarla bahçe vb yerlere girmek yapılmış ağaçtan kapı
2717,0.0,i̇brik
2718,0.0,uzak
2719,0.0,razı
2720,0.0,bakır sürahi
2721,0.0,lazım ihtiyaç
2722,0.0,leğen
2723,0.0,i̇çine pilav konulan yayvan büyük kap
2724,0.0,göğüs kafesi
2725,0.0,i̇ltihap
2726,0.0,sandalye
2727,0.0,gömlek
2728,0.0,sofra altı
2729,0.0,zıddına inadına
2730,0.0,i̇tme
2731,0.0,tabak çanak
2732,0.0,tam pişmemiş
2733,0.0,söz vermek i̇ddia etmek
2734,0.0,kemer
2735,0.0,i̇nce kaya
2736,0.0,kötü başında saç olmayan
2737,0.0,i̇p yumağı
2738,0.0,tarla bahçeye yapılan basit barınak gölgelik
2739,0.0,hayvan gübresi
2740,0.0,kelebek
2741,0.0,el değirmeni taşları arasına konulan taşların ara açıklığını sağlayan bez halka
2742,0.0,elma yabani elmanın kepekleşmeye başlaması
2743,0.0,üçkağıtçı
2744,0.0,i̇şaret
2745,0.0,nöbet
2746,0.0,gevrek kolay kırılabilen
2747,0.0,kendirden ip bükmeye yarayan araç
2748,0.0,sıpa
2749,0.0,cimri
2750,0.0,manda
2751,0.14586972520736238,merdiven köprü
2752,0.0,balta orak bıçak kesici aletleri bilemeye yarayan taştan yapılmış düzenek
2753,0.0,kalın çubuk
2754,0.0,pınarlarda taştan oyulmuş musluk
2755,0.0,yemek borusu
2756,0.0,tahıl ölçüsü birimi sekiz teneke
2757,0.0,kızılcık
2758,0.0,kilitleme
2759,0.0,geniş tabak
2760,0.0,mide i̇ştah
2761,0.0,divan
2762,0.0,manda yavrusu
2763,0.0,hasta hastalıklı
2764,0.0,ta su bardağı
2765,0.0,kuvvet takat
2766,0.0,al
2767,0.0,masraf
2768,0.0,bilmece masal
2769,0.0,hayırsız işe yaramaz
2770,0.0,çivi
2771,0.0,uyuşuk
2772,0.0,kutsal olan nimet
2773,0.0,sivrisinek
2774,0.0,yumruk
2775,0.0,komik insanları güldüren
2776,0.0,i̇nat
2777,0.0,kullanılmış eskimiş ikinci el
2778,0.0,küçük balta çoban baltası
2779,0.0,lanet kötü olan
2780,0.0,koyun keçi postundan yapılan seccade
2781,0.0,münasebetsiz
2782,0.0,yapıyorsun
2783,0.0,övendirenin ucuna takılan sivri çivi
2784,0.0,mutfak
2785,0.0,nefesi tıkanmak nefessiz kalmak
2786,0.0,düğün davetiyesi
2787,0.0,öküzleri koşarken kullanılan sopa
2788,0.0,karşı taraf
2789,0.0,bir kısmı yanmış odun
2790,0.0,sac üzerinde ekmek çevirmeye yarayan üçgen şeklindeki demir alet
2791,0.0,öteki taraf
2792,0.0,i̇shal
2793,0.0,öfke
2794,0.0,fasulye bakla
2795,0.0,temizleme
2796,0.0,büyümek varlıklı olmak
2797,0.0,havlu
2798,0.0,el havlusu
2799,0.0,havlu
2800,0.0,sac tandır üzerinde mayalı hamurdan pişirilen ince yuvarlak ekmek
2801,0.0,çamaşır
2802,0.0,büyüyememiş kısa kalmış ağaç
2803,0.0,pantolon
2804,0.0,ayakkabı
2805,0.0,domuz yavrusu
2806,0.0,ağaç bitkinin kökleri
2807,0.0,yufka çevirme aracı
2808,0.0,üçayaklı altında ateş yakılıp yemek pişirmeye yarayan alet
2809,0.0,sidik
2810,0.0,tabak
2811,0.0,aba yün ceket
2812,0.0,kene kan emici parazit hayvan
2813,0.0,dibeğe dökülen ürünü dövmeye yarayan tokmak
2814,0.0,deprem
2815,0.0,koyun keçinin yatak yeri
2816,0.0,koşmak
2817,0.0,hisse
2818,0.0,beton taş merdiven ağaç oturak tahtadan yapılan iskemle
2819,0.0,makas
2820,0.0,karşı gelme
2821,0.10993025377707397,gizlenme
2822,0.0,taş dibek
2823,0.0,ekmek
2824,0.0,şose yol
2825,0.0,salon evin girişindeki boş kısım
2826,0.0,ense başın arka kısmı
2827,0.0,yalaka gevşek kimse
2828,0.0,süt mısır
2829,0.0,ayakta durmak
2830,0.0,ağaç kazık fasulye sırığı
2831,0.0,keçi kılı yünden dokunan kilim
2832,0.0,kötülük
2833,0.0,çabuk
2834,0.0,çeşmelerde su akan demir boru
2835,0.0,bir yaşındaki koyun
2836,0.0,boşboğaz
2837,0.0,ahır hayvan barınağı
2838,0.0,güç kuvvet mecal
2839,0.0,evin duvarı
2840,0.0,mutfak dolabı rafı
2841,0.0,üzüm asması
2842,0.0,sincap
2843,0.0,tazelenmek yenilenmek
2844,0.0,çabuk küsen kimse
2845,0.0,titiz
2846,0.0,çamaşır sopası
2847,0.0,bir yaşındaki dişi koyun
2848,0.0,kaplumbağa
2849,0.0,hayvan gübresini ahırdan dışarı atmaya yarayan delik
2850,0.0,i̇shal
2851,0.0,taka bire bir değiştirme işi
2852,0.0,alt iç çamaşırı
2853,0.0,i̇nce dokunmuş beyaz başörtüsü
2854,0.09607416174705173,hayvanların barındığı yer
2855,0.0,yatmak
2856,0.0,giysi
2857,0.0,leş
2858,0.0,paylaşmak
2859,0.0,bağırmak
2860,0.0,gelenek görenek
2861,0.0,bütün azalar taraf
2862,0.0,terk edilmiş viran olmuş
2863,0.0,evet
2864,0.0,ele benzer şekilde beş parmaklı ortası geniş bir alet harman aktarmaya yarar
2865,0.0,eşeğin sırt yarası
2866,0.0,mendil
2867,0.0,taştan oyulmuş hayvanların kullandığı su kabı küçük çukur
2868,0.0,başörtüsünü dudağa çekmek
2869,0.0,eşarp
2870,0.0,boynuzları geriye doğu yatık hayvan
2871,0.0,iyi kaliteli
2872,0.0,hafif
2873,0.0,i̇ğrenç kötü beğenilmeyen
2874,0.0,kışlık yiyecek buğday
2875,0.0,hasırdan yapılmış usta çantası
2876,0.0,kapı kilit demiri
2877,0.0,kızılcık
2878,0.0,aba giysi
2879,0.0,abla
2880,0.0,acı elma
2881,0.0,ahır
2882,0.0,büyükler
2883,0.22205728426891547,yoğurt
2884,0.0,i̇şte
2885,0.0,lodos
2886,0.0,elma
2887,0.0,karşısı
2888,0.0,çorba
2889,0.0,zehir
2890,0.0,ayçiçeği
2891,0.0,kalça kaba yer
2892,0.0,merdiven basamağı
2893,0.0,kaz yavrusu
2894,0.0,bebek sarma bezi
2895,0.0,patlıcan
2896,0.0,su kabı
2897,0.0,manda yavrusu
2898,0.0,kadın giysisi
2899,0.0,merdiven
2900,0.0,sert
2901,0.0,geçmiş yıl
2902,0.0,
2903,0.0,bir cüret
2904,0.0,ekmek çevirme maşası
2905,0.0,obur
2906,0.0,bahçe
2907,0.0,atkı
2908,0.0,göğüs
2909,0.0,üşümek
2910,0.0,yemeni
2911,0.0,güç kuvvet
2912,0.0,uzun ince ağaç
2913,0.0,elektrik
2914,0.0,dövmek
2915,0.0,çürük yumurta
2916,0.0,fermuar
2917,0.0,göğüs meme
2918,0.0,sevimli açıkgöz çocuk
2919,0.0,manda yavrusu
2920,0.0,haliyle güzel olan
2921,0.0,fıtık
2922,0.0,hindi
2923,0.0,civciv
2924,0.0,çocuk
2925,0.0,lavabo
2926,0.0,bez parçası
2927,0.0,köşe
2928,0.0,yiyecek bohçası
2929,0.0,çekirdek
2930,0.0,banyo yapmak
2931,0.0,belalı
2932,0.0,havlamak
2933,0.0,konuşan gezen
2934,0.0,tahta duvar
2935,0.0,buğday
2936,0.0,i̇şte orada
2937,0.0,zayıf sıska
2938,0.0,ayakta durmak
2939,0.0,çatı
2940,0.0,bahar sineği
2941,0.0,darbuka
2942,0.0,yatak
2943,0.0,kazan tutacağı
2944,0.0,azıcık
2945,0.0,eksik
2946,0.0,yeni yetişmiş kız çocuğu
2947,0.0,herhalde
2948,0.0,hala
2949,0.0,biberon emzik
2950,0.0,memede çocuğu olan kadın
2951,0.0,köpek yavrusu
2952,0.0,çamaşır
2953,0.0,ivır zıvır
2954,0.0,alışveriş
2955,0.0,genç tavuk
2956,0.0,ağaç sürgünü
2957,0.0,musluk
2958,0.0,uzun kadın elbisesi
2959,0.0,tohumluk soğan
2960,0.0,yenge
2961,0.0,evde kalmış kız
2962,0.0,balgam
2963,0.0,kötülemek
2964,0.0,sıvanın gevşemesi dökülmesi
2965,0.0,hareketli
2966,0.0,köy evlerindeki ağaç askı
2967,0.0,gezen
2968,0.0,koyun yavrusu
2969,0.0,cimri
2970,0.0,hafif aralıklı
2971,0.0,i̇htiyarlamak
2972,0.0,i̇htiyar kadın
2973,0.0,öksüz çocuk
2974,0.0,eşekçi
2975,0.0,tepside pişirilmiş ekmek
2976,0.0,deri
2977,0.0,i̇ç atlet gömlek
2978,0.0,i̇ri gözlü elek
2979,0.0,şişmek kafa tutmak
2980,0.0,kaba kullanışsız
2981,0.0,damat
2982,0.0,tahta kürek
2983,0.0,mısır ekmeği
2984,0.0,tam
2985,0.0,kalbur
2986,0.0,avuç dolusu
2987,0.0,avlu
2988,0.0,pi
2989,0.0,elbet
2990,0.0,öylemi
2991,0.0,nada
2992,0.0,tez canlı
2993,0.0,yudum
2994,0.0,islık
2995,0.0,salıncak
2996,0.0,hor görmek
2997,0.0,sandalye
2998,0.0,böğürtlen
2999,0.0,arpacık göz çıbanı
3000,0.0,çay bardağı
3001,0.0,küçük kulübe ev
3002,0.0,ufak tefek çirkin kız
3003,0.0,hayvan gübresi
3004,0.0,kepeklenmiş meyve
3005,0.0,kelebek
3006,0.0,kısa yol
3007,0.0,meyvenin arta kalan kısmı
3008,0.0,domates
3009,0.0,sağlam
3010,0.0,şeker pancarı
3011,0.0,düğme
3012,0.0,manda
3013,0.0,sopa
3014,0.0,kar birikintisi
3015,0.0,gazlı lüks lambası
3016,0.0,yalan
3017,0.0,sedir
3018,0.0,cımbız
3019,0.0,kötü odun kömürü
3020,0.0,güç kuvvet
3021,0.0,i̇ri çivi
3022,0.0,omlet
3023,0.0,ateş karıştırma değneği
3024,0.0,elenmiş toprak
3025,0.0,i̇shal
3026,0.0,fasulye
3027,0.0,fırın süpürgesi
3028,0.0,yalan
3029,0.0,havlu
3030,0.0,sacda pişen bir tür ekmek
3031,0.0,kümes
3032,0.0,küçük çocuk
3033,0.0,tabak
3034,0.0,koşmak
3035,0.0,fare
3036,0.0,uzun değnek
3037,0.0,büyük tepsi
3038,0.0,küçük yemek kazanı
3039,0.0,söylenmek
3040,0.0,i̇çi oyulmuş taş dibek
3041,0.0,mısır koçanı
3042,0.0,küçük oturak
3043,0.0,ayakta durmak
3044,0.0,karla karışık yağış
3045,0.0,boyun kısmı
3046,0.0,arsız
3047,0.0,merdiven
3048,0.0,çıplak fakir
3049,0.0,uçurum yeri
3050,0.0,düğün eğlence
3051,0.1593906132920615,ördek yavrusu
3052,0.0,ördek
3053,0.0,ölçeğin yarısı
3054,0.0,hızlı
3055,0.0,balon
3056,0.0,nalın
3057,0.0,bir çeşit ekmek
3058,0.0,sincap
3059,0.0,sevgili
3060,0.0,kaplumbağa
3061,0.0,hindi
3062,0.0,ahır penceresi
3063,0.0,alt iç çamaşırı
3064,0.0,uzak
3065,0.0,hayvanlar su kabı
3066,0.0,arazi
3067,0.0,bol
3068,0.0,tez canlı
3069,0.0,hafif
3070,0.0,yıkamak temizlemek
3071,0.0,çamaşırhane
3072,0.0,hamile
3073,0.0,tabak
3074,0.0,patavatsız
3075,0.0,taklit etmek
3076,0.0,deprem
3077,0.0,yumruk
3078,0.15273673968454277,abu abla
3079,0.0,öksüren
3080,0.0,hayvan yemliği ahır
3081,0.0,ağabey
3082,0.0,süt mamulleri
3083,0.0,doğum yapan hayvanın ilk sütü
3084,0.0,vücut ateşi kuru ot
3085,0.12690525025286306,i̇lçeye özgü bir hayvan semeri
3086,0.0,i̇shal
3087,0.0,üç parmaklı dirgen
3088,0.0,sokak
3089,0.0,gelincik
3090,0.0,korumaya alınmış ağaç
3091,0.0,mutfak
3092,0.0,pi su borusu
3093,0.0,zehir
3094,0.0,tuvalet
3095,0.0,vücut organları
3096,0.0,merdiven basamağı
3097,0.0,kaz yavrusu
3098,0.0,beşikte yatan çocuğu saran bez
3099,0.0,madeni su kovası bakraç
3100,0.0,manda yavrusu
3101,0.0,kadın şalvarı
3102,0.0,i̇pek kozası
3103,0.0,başı açık
3104,0.0,önce
3105,0.1559367257862569,tavada yağla pişirilen ekmek
3106,0.1559367257862569,acele
3107,0.0,kapora
3108,0.0,çocuğu beşiğe yatırma
3109,0.0,basmadan yapılan etek
3110,0.0,bencil
3111,0.0,kaba dokunaklı konuşan
3112,0.0,kemeri
3113,0.0,kiler
3114,0.0,ot biçmeye yarayan ağzı testereli bıçak
3115,0.0,geçen yıl
3116,0.0,azıcık
3117,0.0,erkek kardeş
3118,0.0,yağda kızartılmış küçük hamur parçaları
3119,0.0,tahta su fıçısı
3120,0.0,tahta su fıçısı
3121,0.0,sert
3122,0.0,yumurta yoğurt nane yapılan bir yiyecek
3123,0.0,altı aydan büyük keçi
3124,0.0,öküzü saban kağnıya koşmaya yarayan alet
3125,0.0,i̇shal
3126,0.0,göğüs
3127,0.0,sığırın s çıkarması
3128,0.0,haşlama
3129,0.0,bunaltı
3130,0.0,musluk
3131,0.0,üşümek
3132,0.0,gebe inek
3133,0.0,küçük ağaç çalı
3134,0.0,kara çarşaf
3135,0.0,beyaz kumaş torba
3136,0.0,bir yaşından büyük dişi keçi
3137,0.0,kendiri bağlayarak demet haline getirme
3138,0.0,sulu
3139,0.0,zil
3140,0.0,fermuar i̇shal
3141,0.0,sulu çamurlu
3142,0.0,meme
3143,0.0,misket
3144,0.0,saka kuşu
3145,0.0,kesme hamurdan yapılan yoğurtlu bir yemek
3146,0.0,küçük sinek sivrisinek
3147,0.0,bisiklet
3148,0.0,hemen
3149,0.0,erkek manda
3150,0.0,fıtık hastalığı
3151,0.0,küçük karga
3152,0.0,civciv
3153,0.0,arpa yulaf tahılları elemeye yarayan alet
3154,0.0,pekmezin sulandırılması yoğurttan yapılan ayran
3155,0.0,deriden yapılan basit ayakkabı
3156,0.13929339849042435,bez parçası
3157,0.1904619024429004,çaydanlık
3158,0.0,samanı ayrılmamış tahıl
3159,0.0,küçük taş
3160,0.0,yüzü gülmeyen
3161,0.0,kağnı üzerine konup saman kemre taşınan sepet
3162,0.0,kağnıya yüklenen yükü urgan bağlayıp gerdirmeye yarayan alet
3163,0.0,küçük bohça
3164,0.0,kapuska
3165,0.0,basit kapı anahtarı
3166,0.0,çekirdek tohum
3167,0.0,uzun sopa
3168,0.0,boy abdesti almak yıkanmak
3169,0.0,köpeğin havlaması
3170,0.0,ağaçtan yapılan su tası
3171,0.0,tuzlu su
3172,0.0,hayvan boynuzu oynanan çocuk oyunu
3173,0.0,şeyle ilgilenen
3174,0.0,kısa boylu
3175,0.0,tahterevalli
3176,0.0,başörtüsü yemeni
3177,0.0,çeşme borusu
3178,0.0,yığın
3179,0.0,kırmızı pancar
3180,0.0,sapı kısa ucu eğri kesici alet
3181,0.0,takı hediye
3182,0.0,ahır
3183,0.0,tahtadan yapılan bahçe çiti
3184,0.0,alay etme eğlenme
3185,0.0,söz dinlememek
3186,0.0,dengesiz yersiz konuşan
3187,0.0,arasına ekmek konan bez
3188,0.0,yuvarlak
3189,0.0,semaverin demlik konan yeri
3190,0.0,önce
3191,0.0,pazar günü
3192,0.0,sahtekâr
3193,0.0,tepe takla
3194,0.0,çabuk kızan
3195,0.0,ucu çatallı sopa ziraat aleti
3196,0.0,israr etme
3197,0.0,değirmen taşını dişleyen çekiç
3198,0.0,boynuzsuz hayvan saçı olmayan
3199,0.0,öküze söylenme komutu
3200,0.0,harman sapları ezmeye yarayan alet
3201,0.0,darbuka
3202,0.0,muşmula
3203,0.0,yatak
3204,0.0,nezle
3205,0.0,olmamış kavun
3206,0.0,nene
3207,0.0,biriyle uğraşmak
3208,0.0,eğitilmiş hayvan
3209,0.0,halde
3210,0.0,eli çabuk becerikli
3211,0.0,orakla ekin biçerken parmaklara takılan ağaçtan yapılmış bir alet
3212,0.0,sebze ekmek açılmış çukur
3213,0.0,evlatlık çocuk
3214,0.0,hala
3215,0.0,yalancı meme
3216,0.0,sonuncu
3217,0.0,çilek ağacı sandal ağacı
3218,0.0,bilye misket
3219,0.0,i̇şi gözü almama tembellik
3220,0.0,bez parçası
3221,0.0,demirden yapılmış ucu sivri tasma
3222,0.0,balkon
3223,0.0,domates salçası meyve marmeladı
3224,0.0,tatlı dilimi
3225,0.0,doyumsuz açgözlü
3226,0.0,piliç sincap
3227,0.0,kendini beğenmiş
3228,0.0,yaramaz çocuk
3229,0.0,çöp
3230,0.0,çatal iğne
3231,0.0,kilit
3232,0.09777441952297503,küçük soğan
3233,0.0,i̇silek
3234,0.0,kışkırtma
3235,0.0,kuru
3236,0.0,sövme
3237,0.0,kötü kadın
3238,0.0,dişi hayvan
3239,0.0,patlıcan
3240,0.0,siyah renkteki okul önlüğü
3241,0.0,özleme
3242,0.0,buğday arpanın beraber öğütülüp un yapılması
3243,0.0,koruma kollama
3244,0.0,yayık ayranının süzülmüş hali
3245,0.0,çınar
3246,0.0,mısır patlağı nohudun su ateşte pişirilmesi
3247,0.0,lira
3248,0.0,göbekli şişman
3249,0.0,koyun keçinin genel adı davar çam kozalağı
3250,0.0,çocuk dilinde yumurta
3251,0.0,yumurta
3252,0.0,göbek salıncağı
3253,0.0,tavuk ibiği
3254,0.0,cimri
3255,0.0,kurbağa
3256,0.0,sevinme
3257,0.0,domates
3258,0.0,sicim ince ip
3259,0.0,klarnet
3260,0.0,kapının aralanması
3261,0.0,cimri
3262,0.0,kar
3263,0.0,küçük tahta parçası
3264,0.0,kapının aralıklı kalması
3265,0.0,erkek koca
3266,0.0,kısa palto kaban
3267,0.0,köz
3268,0.0,olgunlaşmamış üzüm yabani üzüm
3269,0.0,laf taşıyan ispiyoncu
3270,0.0,yetim çocuk
3271,0.0,semerin arkasında bulunan u şeklindeki demir
3272,0.0,mavi olmamış meyve
3273,0.0,üç aylıktan büyük köpek yavrusu
3274,0.0,yük taşıyan eşek
3275,0.0,ağaç çalı kesmeye yarayan ucu eğri demir alet
3276,0.0,meyvenin olmuş hali
3277,0.0,buğday elemeye yarayan alet
3278,0.0,çocuk oyununda sayı
3279,0.0,horoz hindinin tüylerini açması
3280,0.0,kaba
3281,0.0,ilıca kaplıca
3282,0.0,kedi yavrusu
3283,0.0,gebe eşek
3284,0.0,mide
3285,0.0,kibirli havalı
3286,0.0,çukur
3287,0.0,güneş görmeyen yer
3288,0.0,gebe koyun keçi
3289,0.0,çocuk oyununda ebe olmak kısa
3290,0.0,kıskanma
3291,0.0,damat
3292,0.0,vişne çürüğü bordo rengi
3293,0.0,hamur çorbası
3294,0.0,hamam odası
3295,0.0,halbuki
3296,0.0,avuç
3297,0.0,büyük çuval
3298,0.0,deprem
3299,0.0,lazımlık
3300,0.0,çalgıcı
3301,0.0,sevme
3302,0.0,aşure
3303,0.0,büyük tencere
3304,0.0,küçük ambar
3305,0.0,sincap
3306,0.0,beleş bedava
3307,0.0,acuk tatlısı
3308,0.0,patlıcan biber közlemesi
3309,0.0,verimsiz tarla
3310,0.0,ürkek korkak
3311,0.0,helvanın keşi
3312,0.0,dolu
3313,0.0,kalitesiz iş yapan işi önemsemeyen
3314,0.0,lokum
3315,0.0,baykuş
3316,0.0,şüphelenme
3317,0.0,korkma ürperme
3318,0.0,bebek salıncağı
3319,0.0,kendir ıslatılan havuz
3320,0.0,yeni bitki sürgünü
3321,0.0,tavan penceresi
3322,0.0,pamuklu iç çamaşırı
3323,0.0,erkekliği olmayan
3324,0.0,süzgeç kevgir
3325,0.0,yenge
3326,0.0,i̇yi güzel
3327,0.0,sandalye
3328,0.0,kaburga kemiği
3329,0.0,buğday arpa tahılları eleme aleti
3330,0.0,kağnının üstüne konan kazık takmaya yük yüklemeye yarayan bir parça
